specimen_id,level,template_id,model_id,run_id,explained_variance_ratio
320668841,3,395310475,566282670,566297552,0.41477311953382
320668841,4,471355161,566282672,566300349,0.43875759117602
320668841,5,395310498,566282674,566301152,0.424353229124718
320836481,1,395310469,566282723,566296958,0.557285399119401
320836481,2,395310479,566282725,566298581,0.668154594496299
320836481,3,395310475,566282727,566297226,0.48663008082757
320836481,4,471355161,566282729,566299631,0.546852817713915
320836481,5,395310498,566282731,566301508,0.509638139137457
321893798,1,395310469,566282907,566297144,0.503181277847603
321893798,2,395310479,566282909,566299843,0.626705442357511
321893798,3,395310475,566282911,566297644,0.457898400222912
321893798,4,471355161,566282913,566300400,0.304376953985806
321893798,5,395310498,566282915,566301530,0.423112667683492
322197160,1,395310469,566283065,566299642,0.313482793729814
322197160,2,395310479,566283067,566300725,0.387722241907148
322197160,3,395310475,566283069,566300385,0.552632290363783
322197160,4,471355161,566283071,566300912,0.57635141510268
322197160,5,395310498,566283073,566302246,0.586796643424653
322197295,1,395310469,566283136,566295910,0.416751713334748
322197295,2,395310479,566283138,566296096,0.414757672611465
322197295,3,395310475,566283140,566295992,0.422295913173561
322197295,4,471355161,566283142,566296285,0.493670508407547
322197295,5,395310498,566283144,566297459,0.491292300450448
322229594,1,395310469,566283006,566297167,0.718586330155272
322229594,2,395310479,566283008,566299735,0.729198373618441
322229594,3,395310475,566283010,566298457,0.630837841848476
322229594,4,471355161,566283012,566300610,0.690774636029345
322229594,5,395310498,566283014,566302204,0.703493564950063
322246422,1,395310469,566283299,566297590,0.71823745901199
322246422,2,395310479,566283301,566300528,0.741819318581935
322246422,3,395310475,566283303,566299782,0.693872147312639
322246422,4,471355161,566283305,566300815,0.724095396455242
322246422,5,395310498,566283307,566302951,0.701140279633891
322297406,1,395310469,566283337,566297525,0.631218090965934
322297406,2,395310479,566283339,566299564,0.543372932283575
322297406,3,395310475,566283341,566297735,0.645817470957295
322297406,4,471355161,566283343,566300310,0.681911452793646
322297406,5,395310498,566283345,566301622,0.649382355239959
322723785,1,395310469,566283234,566297080,0.765009312111857
322723785,2,395310479,566283236,566300001,0.67594088387182
322723785,3,395310475,566283240,566297752,0.730559151838995
322723785,4,471355161,566283243,566300485,0.806449034976142
322723785,5,395310498,566283246,566301196,0.815766670669226
323834998,1,395310469,566283532,566298159,0.851658752798052
323834998,2,395310479,566283534,566300631,0.802321004376069
323834998,3,395310475,566283536,566299483,0.920417997596475
323834998,4,471355161,566283538,566300739,0.8801207267065
323834998,5,395310498,566283540,566302610,0.876554183025102
323838579,1,395310469,566283630,566297763,0.778451510563961
323838579,2,395310479,566283632,566300298,0.731405056756248
323838579,3,395310475,566283634,566299577,0.842759937212809
323838579,4,471355161,566283636,566300780,0.85183460462915
323838579,5,395310498,566283638,566302223,0.852269990164588
324025297,1,395310469,496416921,496894626,0.455706450615141
324025297,2,395310479,496416923,496894329,0.578899293414614
324025297,3,395310475,496416925,496896498,0.556648330359149
324025297,4,471355161,496416927,496640432,0.522441873100552
324025297,5,395310498,496416929,496896943,0.522501106775842
324032509,1,395310469,566283873,566305420,0.62438814058921
324032509,2,395310479,566283875,566306211,0.707598861539474
324032509,3,395310475,566283877,566305891,0.683554037143342
324032509,4,471355161,566283879,566306751,0.647058556187627
324032509,5,395310498,566283881,566307962,0.71404629459093
324053519,1,395310469,566284043,566302955,0.545805961497935
324053519,2,395310479,566284045,566304293,0.457365438625017
324053519,3,395310475,566284047,566304222,0.534135230602354
324053519,4,471355161,566284049,566304595,0.562507614493946
324053519,5,395310498,566284051,566305121,0.572398134423837
324065524,1,395310469,566284245,566304241,0.775806587776311
324065524,2,395310479,566284247,566304657,0.738960044475977
324065524,3,395310475,566284249,566304278,0.708766298377708
324065524,4,471355161,566284251,566304727,0.760984501463312
324065524,5,395310498,566284253,566305147,0.829233156859017
324466858,1,395310469,566284194,566303998,0.747384243081205
324466858,2,395310479,566284196,566304536,0.752880850674793
324466858,3,395310475,566284198,566304207,0.639817921195934
324466858,4,471355161,566284200,566304628,0.63457647550326
324466858,5,395310498,566284202,566305162,0.712971713325973
324493977,1,395310469,566284334,566302583,0.88399891821359
324493977,2,395310479,566284336,566304038,0.808855690521363
324493977,3,395310475,566284338,566302709,0.830538958796183
324493977,4,471355161,566284340,566307329,0.868255305618236
324493977,5,395310498,566284342,566304524,0.871466524609584
325853048,1,395310469,566284690,566304373,0.56693675482629
325853048,2,395310479,566284692,566308693,0.647942344250163
325853048,3,395310475,566284694,566307890,0.43084934177827
325853048,4,471355161,566284696,566308988,0.461862683820717
325853048,5,395310498,566284698,566309736,0.51816787874468
326774520,1,395310469,566284300,566307754,0.322392888470837
326774520,2,395310479,566284302,566308880,0.348946827816805
326774520,3,395310475,566284305,566308032,0.294402015839259
326774520,4,471355161,566284308,566309154,0.3278089975935
326774520,5,395310498,566284310,566310155,0.310560116583059
327648537,1,395310469,566285446,566304063,0.768957755875457
327648537,2,395310479,566285448,566314260,0.604996977148649
327648537,3,395310475,566285450,566312458,0.946901541279489
327648537,4,471355161,566285452,566314419,0.942194681397546
327648537,5,395310498,566285454,566316700,0.941472798313097
327679841,1,395310469,566285778,566313004,0.721701791277669
327679841,2,395310479,566285780,566314055,0.395609344935848
327679841,3,395310475,566285782,566312782,0.925906996418461
327679841,4,471355161,566285784,566315186,0.936011867781618
327679841,5,395310498,566285787,566305580,0.935698353566213
328015342,1,395310469,566287661,566304255,0.697374219356459
328015342,2,395310479,566287663,566304606,0.693625067304466
328015342,3,395310475,566287666,566304571,0.718349754971862
328015342,4,471355161,566287668,566304772,0.765161588299453
328015342,5,395310498,566287670,566305237,0.771040009582354
328031983,1,395310469,566288169,566303063,0.897916452826303
328031983,2,395310479,566288171,566311136,0.890575346087072
328031983,3,395310475,566288173,566308006,0.894614253267323
328031983,4,471355161,566288176,566312387,0.901108006835782
328031983,5,395310498,566288178,566314266,0.903015056010146
328093618,1,395310469,496416835,496930451,0.0699566446262405
328093618,2,395310479,496416837,496928432,0.0700045727867493
328093618,3,395310475,496416839,496935991,0.0649168539058017
328093618,4,471355161,496416841,496895641,0.0703805151815392
328093618,5,395310498,496416843,496935719,0.0655377940472853
328535908,1,395310469,566286523,566307424,0.424483890914694
328535908,2,395310479,566286525,566308769,0.580670418907921
328535908,3,395310475,566286527,566307978,0.491059250155434
328535908,4,471355161,566286529,566304617,0.467010316864791
328535908,5,395310498,566286531,566305232,0.445473704992666
329224678,1,395310469,566287167,566304181,0.86501146323785
329224678,2,395310479,566287169,566304669,0.837907684126652
329224678,3,395310475,566287171,566304583,0.873078080457935
329224678,4,471355161,566287173,566316210,0.852339799368789
329224678,5,395310498,566287175,566316800,0.877940027054242
397353539,1,395310469,566294374,566309189,0.706713379929118
397353539,2,395310479,566294376,566307349,0.729972051533859
397353539,3,395310475,566294378,566307146,0.680552450154604
397353539,4,471355161,566294380,566307268,0.694086689101455
397353539,5,395310498,566294382,566307932,0.763798966589348
422738880,1,395310469,566293982,566311297,0.648164085940725
422738880,2,395310479,566293984,566312543,0.66413100787929
422738880,3,395310475,566293986,566312311,0.52019800053742
422738880,4,471355161,566293988,566312762,0.596143646499538
422738880,5,395310498,566293990,566314305,0.649174262443046
464079491,1,395310469,566294807,566311280,0.704669429122637
464079491,2,395310479,566294809,566312894,0.639191170541805
464079491,3,395310475,566294811,566311973,0.497563979847872
464079491,4,471355161,566294813,566313016,0.578024850346064
464079491,5,395310498,566294815,566314277,0.547905838106772
464188580,1,395310469,566295639,566314630,0.674068627391846
464188580,2,395310479,566295641,566316155,0.5710269045686
464188580,3,395310475,566295643,566315466,0.883015282454719
464188580,4,471355161,566295645,566316462,0.9058180910857
464188580,5,395310498,566295647,566318094,0.894416689172428
464212183,1,395310469,566292970,566310237,0.80202805121675
464212183,2,395310479,566292972,566310920,0.726597666216641
464212183,3,395310475,566292974,566310254,0.873057841536123
464212183,4,471355161,566292976,566311364,0.879145123810075
464212183,5,395310498,566292978,566312632,0.87414332769094
465924786,1,395310469,566294651,566307736,0.694077058000859
465924786,2,395310479,566294653,566310754,0.652020508909894
465924786,3,395310475,566294655,566310527,0.758572033334824
465924786,4,471355161,566294658,566311022,0.757792852970087
465924786,5,395310498,566294660,566313027,0.758995544168175
467003163,1,395310469,566296618,566310882,0.705833593669252
467003163,2,395310479,566296620,566312247,0.622210105537511
467003163,3,395310475,566296622,566308583,0.876284202390628
467003163,4,471355161,566296624,566312181,0.873075102950483
467003163,5,395310498,566296626,566309417,0.873408196658646
468120757,1,395310469,566297684,566309604,0.767483199169849
468120757,2,395310479,566297686,566308101,0.701197077392755
468120757,3,395310475,566297688,566309646,0.720054333341381
468120757,4,471355161,566297690,566309816,0.732665408945307
468120757,5,395310498,566297692,566308562,0.763514279008678
469704261,1,395310469,566297106,566322298,0.814038508512447
469704261,2,395310479,566297108,566322549,0.720707532908684
469704261,3,395310475,566297110,566321932,0.891923535502807
469704261,4,471355161,566297112,566322590,0.904823039076687
469704261,5,395310498,566297114,566324043,0.908968852352808
469720505,1,395310469,566299524,566312610,0.636572120744626
469720505,2,395310479,566299526,566309256,0.63858851745335
469720505,3,395310475,566299528,566308963,0.543744213904269
469720505,4,471355161,566299530,566314232,0.658891277208586
469720505,5,395310498,566299532,566309658,0.646340522741932
469753383,1,395310469,566299918,566318942,0.614962910146169
469753383,2,395310479,566299920,566319491,0.529673808975437
469753383,3,395310475,566299922,566319220,0.826352144730832
469753383,4,471355161,566299924,566319639,0.821188560952204
469753383,5,395310498,566299926,566320158,0.820212175799142
469803127,1,395310469,566302806,566321695,0.670887138904949
469803127,2,395310479,566302808,566322578,0.738936429190334
469803127,3,395310475,566302810,566322427,0.662303182403654
469803127,4,471355161,566302812,566323239,0.624541063671311
469803127,5,395310498,566302814,566325171,0.573135122239308
469832490,1,395310469,566302633,566319367,0.578344993942325
469832490,2,395310479,566302636,566319606,0.533678102196462
469832490,3,395310475,566302638,566319167,0.589242783084874
469832490,4,471355161,566302640,566319895,0.603778811128007
469832490,5,395310498,566302643,566319871,0.608719205565834
470098860,1,395310469,566302725,566319156,0.697080295902961
470098860,2,395310479,566302727,566319306,0.641383195268262
470098860,3,395310475,566302729,566319102,0.537749902359218
470098860,4,471355161,566302732,566319796,0.699123517520634
470098860,5,395310498,566302734,566319981,0.706817500638985
471087830,1,395310469,566303365,566328986,0.965979358349771
471087830,2,395310479,566303367,566330848,0.938262591226588
471087830,3,395310475,566303369,566330400,0.97653744763795
471087830,4,471355161,566303372,566334887,0.97199538711075
471087830,5,395310498,566303374,566332303,0.969488104391449
471129934,1,395310469,566303774,566318870,0.730849159798455
471129934,2,395310479,566303776,566319550,0.671668002985516
471129934,3,395310475,566303778,566319188,0.809025190012144
471129934,4,471355161,566303780,566321342,0.80983064060105
471129934,5,395310498,566303783,566322256,0.79709791848914
471131311,1,395310469,566303188,566323834,0.766404025696221
471131311,2,395310479,566303190,566325182,0.706938298301612
471131311,3,395310475,566303192,566320671,0.71368491460739
471131311,4,471355161,566303194,566323457,0.758282719027027
471131311,5,395310498,566303196,566322364,0.77478179333994
471141261,1,395310469,566303007,566326075,0.807869940443763
471141261,2,395310479,566303010,566325081,0.461235566945023
471141261,3,395310475,566303013,566324714,0.703263424117576
471141261,4,471355161,566303016,566327165,0.756875464699041
471141261,5,395310498,566303019,566328312,0.797437856843994
471800189,1,395310469,566304387,566322880,0.728768453172663
471800189,2,395310479,566304389,566323611,0.599226207955139
471800189,3,395310475,566304391,566323255,0.810678525309569
471800189,4,471355161,566304393,566323980,0.829207998471816
471800189,5,395310498,566304395,566326509,0.863570566118063
471819401,1,395310469,566303328,566324259,0.770876260096672
471819401,2,395310479,566303330,566325600,0.659644929555254
471819401,3,395310475,566303332,566325228,0.801295547812745
471819401,4,471355161,566303334,566326032,0.843681899885439
471819401,5,395310498,566303336,566326697,0.871942141641244
473011949,1,395310469,566302446,566321978,0.630244944552465
473011949,2,395310479,566302448,566322645,0.622444373565252
473011949,3,395310475,566302450,566322393,0.780665584537503
473011949,4,471355161,566302452,566322812,0.642456727433131
473011949,5,395310498,566302454,566325092,0.657586750069045
473020156,1,395310469,566304488,566323558,0.639458882989526
473020156,2,395310479,566304490,566325401,0.708039958216898
473020156,3,395310475,566304492,566324902,0.701788785706704
473020156,4,471355161,566304494,566325466,0.717576170495445
473020156,5,395310498,566304496,566326674,0.726870129686238
473593847,1,395310469,566304106,566320841,0.804052241769743
473593847,2,395310479,566304108,566321792,0.735002152691815
473593847,3,395310475,566304110,566322447,0.831570112498082
473593847,4,471355161,566304112,566322004,0.778629056119222
473593847,5,395310498,566304114,566323891,0.790149488210672
473642382,1,395310469,566304879,566324574,0.70796895895865
473642382,2,395310479,566304881,566325445,0.676156931108952
473642382,3,395310475,566304883,566325023,0.774555494321671
473642382,4,471355161,566304885,566325250,0.795149765469912
473642382,5,395310498,566304887,566327109,0.799167400375396
473909767,1,395310469,566306246,566328486,0.625016590201723
473909767,2,395310479,566306248,566329076,0.589337600490321
473909767,3,395310475,566306250,566328630,0.761736342082239
473909767,4,471355161,566306252,566328059,0.736106077961128
473909767,5,395310498,566306254,566327232,0.781367973897985
473943881,1,395310469,566305790,566324582,0.688964567420777
473943881,2,395310479,566305792,566325412,0.49324985219079
473943881,3,395310475,566305794,566324700,0.904463674196075
473943881,4,471355161,566305796,566325682,0.897279368068468
473943881,5,395310498,566305798,566327209,0.901333442171861
474283475,1,395310469,566306086,566328741,0.811009152105134
474283475,2,395310479,566306088,566329107,0.741039521463662
474283475,3,395310475,566306090,566327979,0.82511008861376
474283475,4,471355161,566306092,566329193,0.904931633505613
474283475,5,395310498,566306094,566330501,0.910461939591426
474637203,1,395310469,566305852,566323701,0.754537498979975
474637203,2,395310479,566305854,566324758,0.551270339342715
474637203,3,395310475,566305856,566323219,0.947875783252394
474637203,4,471355161,566305858,566323850,0.951900389763704
474637203,5,395310498,566305860,566325374,0.952852445603313
474660482,1,395310469,566305918,566322791,-0.00491619723628172
474660482,2,395310479,566305920,566323581,-0.00494046948962944
474660482,3,395310475,566305922,566322489,-0.00437610935892477
474660482,4,471355161,566305924,566323477,-0.00426073353723495
474660482,5,395310498,566305926,566325065,0.0395699921119507
475057898,1,395310469,566306708,566321013,0.890318258576884
475057898,2,395310479,566306710,566321881,0.897322403478789
475057898,3,395310475,566306712,566321651,0.820358034881536
475057898,4,471355161,566306714,566322501,0.866682527767062
475057898,5,395310498,566306716,566323181,0.859415986969851
475400072,1,395310469,566306436,566322865,0.750796292393819
475400072,2,395310479,566306438,566327379,0.752326994192361
475400072,3,395310475,566306440,566323097,0.566238188449349
475400072,4,471355161,566306442,566323772,0.813438183529146
475400072,5,395310498,566306444,566324661,0.820082485366018
475517090,1,395310469,496421297,497295133,0.768807836745805
475517090,2,395310479,496421299,501530787,0.755089559169911
475517090,3,395310475,496421301,497301698,0.654348584654024
475517090,4,471355161,496421303,497245792,0.663199642469546
475517090,5,395310498,496421305,497306029,0.659753732341407
475542907,1,395310469,566306496,566328497,0.771039911773993
475542907,2,395310479,566306500,566328618,0.783782064139354
475542907,3,395310475,566306503,566328595,0.781968831547015
475542907,4,471355161,566306506,566329394,0.754517827585746
475542907,5,395310498,566306510,566330991,0.758223474036825
475580568,1,395310469,566306172,566326189,0.937428933645562
475580568,2,395310479,566306174,566326583,0.929645997322169
475580568,3,395310475,566306176,566326713,0.941737520327349
475580568,4,471355161,566306178,566327519,0.954368820036701
475580568,5,395310498,566306180,566328531,0.943273293288649
475585413,1,395310469,566307065,566326869,0.708195081803798
475585413,2,395310479,566307067,566325121,0.507921248210788
475585413,3,395310475,566307069,566324528,0.896097360123108
475585413,4,471355161,566307071,566326818,0.891733030746621
475585413,5,395310498,566307073,566326137,0.902670843429477
475586130,1,395310469,566307367,566322382,0.684792532827077
475586130,2,395310479,566307369,566325556,0.663014751833154
475586130,3,395310475,566307371,566322468,0.805969483686632
475586130,4,471355161,566307373,566325266,0.775546246472318
475586130,5,395310498,566307375,566325954,0.795936116696107
475619045,1,395310469,566307695,566325385,0.50159825044527
475619045,2,395310479,566307697,566326157,0.535808594765018
475619045,3,395310475,566307699,566326778,0.569898399392975
475619045,4,471355161,566307701,566327277,0.6300021904676
475619045,5,395310498,566307703,566327433,0.707743932416784
475622680,1,395310469,566308479,566326064,0.80250876315319
475622680,2,395310479,566308481,566326789,0.738653789372035
475622680,3,395310475,566308483,566326752,0.836278762891814
475622680,4,471355161,566308485,566327182,0.889013826636005
475622680,5,395310498,566308487,566327580,0.911534986864433
475622793,1,395310469,566309025,566327410,0.632904197743283
475622793,2,395310479,566309027,566328100,0.564614900755432
475622793,3,395310475,566309029,566327450,0.919828268834377
475622793,4,471355161,566309031,566328542,0.919030781660855
475622793,5,395310498,566309033,566329216,0.918344767021094
475625477,1,395310469,566309109,566326998,0.571585455712853
475625477,2,395310479,566309111,566327777,0.666460498555245
475625477,3,395310475,566309113,566327154,0.633700576927625
475625477,4,471355161,566309115,566328177,0.685064619193613
475625477,5,395310498,566309117,566329137,0.729928608069311
475740357,1,395310469,566308261,566322416,0.784319554569338
475740357,2,395310479,566308263,566322602,0.78400195994443
475740357,3,395310475,566308265,566325103,0.76047450215167
475740357,4,471355161,566308267,566325516,0.792762179609881
475740357,5,395310498,566308269,566326205,0.791750073732326
475838754,1,395310469,566309288,566325210,0.74152849730943
475838754,2,395310479,566309290,566328152,0.707994672816317
475838754,3,395310475,566309292,566326405,0.802139802275005
475838754,4,471355161,566309294,566328422,0.802926071070356
475838754,5,395310498,566309296,566328779,0.833394061464292
475894121,1,395310469,566308615,566332975,0.936870206975598
475894121,2,395310479,566308617,566333424,0.837890572115211
475894121,3,395310475,566308619,566332803,0.9447642075115
475894121,4,471355161,566308621,566331320,0.956836600302295
475894121,5,395310498,566308623,566332855,0.956697652576769
475895240,1,395310469,566309209,566330480,0.953971080258958
475895240,2,395310479,566309211,566331002,0.870837468074608
475895240,3,395310475,566309213,566331120,0.955813621381706
475895240,4,471355161,566309215,566333388,0.953231849909883
475895240,5,395310498,566309217,566331377,0.949550785782702
476100382,1,395310469,566310588,566326443,0.731716826553458
476100382,2,395310479,566310590,566326767,0.744371341875791
476100382,3,395310475,566310592,566326686,0.682267474486189
476100382,4,471355161,566310594,566327297,0.69353194233118
476100382,5,395310498,566310596,566327548,0.698314333199365
476131588,1,395310469,566311993,566329096,0.488577597096919
476131588,2,395310479,566311995,566329269,0.572178971812945
476131588,3,395310475,566311997,566329204,0.412601469632935
476131588,4,471355161,566311999,566330253,0.369828264377399
476131588,5,395310498,566312001,566330633,0.400304190727662
476178907,1,395310469,566312135,566328553,0.657871839523932
476178907,2,395310479,566312138,566328678,0.677748503392804
476178907,3,395310475,566312142,566328520,0.577618382969348
476178907,4,471355161,566312144,566328803,0.64722507207765
476178907,5,395310498,566312147,566329181,0.64487018083728
476263004,1,395310469,566311753,566327954,0.709869577980224
476263004,2,395310479,566311755,566327250,0.609000192512284
476263004,3,395310475,566311757,566327357,0.889200838045628
476263004,4,471355161,566311759,566327596,0.848720383096665
476263004,5,395310498,566311761,566327368,0.878761100882781
476266853,1,395310469,566311688,566330469,0.706232413935987
476266853,2,395310479,566311690,566331131,0.629867038078137
476266853,3,395310475,566311692,566330591,0.806758572784535
476266853,4,471355161,566311694,566331351,0.813069244546508
476266853,5,395310498,566311696,566332782,0.820396187502917
476269122,1,395310469,566312476,566328508,0.619847509871396
476269122,2,395310479,566312478,566329148,0.630953963120758
476269122,3,395310475,566312480,566328959,0.539734101930761
476269122,4,471355161,566312482,566329170,0.656942156142521
476269122,5,395310498,566312484,566329460,0.62720887674041
476557750,1,395310469,566311548,566329737,0.646303587040518
476557750,2,395310479,566311550,566330433,0.626441426217299
476557750,3,395310475,566311552,566330521,0.691858206747484
476557750,4,471355161,566311554,566331224,0.740103134862625
476557750,5,395310498,566311556,566332740,0.742270266281468
476562817,1,395310469,566312411,566331539,0.841249851466587
476562817,2,395310479,566312413,566333318,0.837626304871179
476562817,3,395310475,566312415,566332823,0.84880767775926
476562817,4,471355161,566312417,566333552,0.849177514162012
476562817,5,395310498,566312419,566334898,0.848092502635999
476615310,1,395310469,566312715,566331088,0.629362848903624
476615310,2,395310479,566312717,566333734,0.498092402376406
476615310,3,395310475,566312719,566332669,0.641590097673375
476615310,4,471355161,566312721,566332751,0.64537818212168
476615310,5,395310498,566312723,566333670,0.648716620363386
476686112,1,395310469,566316598,566332431,0.755633395202927
476686112,2,395310479,566316600,566331625,0.753722673615358
476686112,3,395310475,566316602,566332844,0.730147814867633
476686112,4,471355161,566316604,566333502,0.683921565717005
476686112,5,395310498,566316606,566334741,0.759529312349704
476753465,1,395310469,566316513,566330011,0.887782598937552
476753465,2,395310479,566316515,566330545,0.885940252998892
476753465,3,395310475,566316517,566330421,0.830756478743994
476753465,4,471355161,566316519,566331158,0.903346729430971
476753465,5,395310498,566316521,566331815,0.904567546244807
477135941,1,395310469,566320492,566333851,0.79196101887073
477135941,2,395310479,566320494,566333592,0.754725628817067
477135941,3,395310475,566320496,566333659,0.565246271028113
477135941,4,471355161,566320498,566334971,0.650638753003894
477135941,5,395310498,566320500,566335562,0.697589868966112
477490421,1,395310469,566320776,566335031,0.976137929779475
477490421,2,395310479,566320778,566335770,0.957830281473599
477490421,3,395310475,566320780,566335082,0.983005736759717
477490421,4,471355161,566320782,566335640,0.986816570411528
477490421,5,395310498,566320784,566337071,0.985484171003716
477879512,1,395310469,566349887,566358773,0.66730814661786
477879512,2,395310479,566349889,566359233,0.637829455949876
477879512,3,395310475,566349891,566358897,0.923169138930601
477879512,4,471355161,566349893,566359321,0.908449604496313
477879512,5,395310498,566349895,566361884,0.908259234406446
477880128,1,395310469,566351895,566362425,0.750066908233264
477880128,2,395310479,566351898,566363141,0.751252102558391
477880128,3,395310475,566351901,566362520,0.769501001125746
477880128,4,471355161,566351904,566363241,0.761830209753617
477880128,5,395310498,566351906,566363983,0.765948163576125
477991293,1,395310469,489916975,497345971,0.739844527167479
477991293,2,395310479,489916977,566363961,0.651638058472089
477991293,3,395310475,489916979,497346899,0.920708440687999
477991293,4,471355161,489916981,566364025,0.927536154645845
477991293,5,395310498,489916983,566364852,0.922612429083227
478058328,1,395310469,566357254,566368245,0.924162184530256
478058328,2,395310479,566357256,566369561,0.892066953468587
478058328,3,395310475,566357258,566366579,0.975680487475253
478058328,4,471355161,566357260,566367630,0.978825301362236
478058328,5,395310498,566357262,566368721,0.978813572750808
478107198,1,395310469,566357893,566364366,0.582371000318304
478107198,2,395310479,566357895,566364589,0.538399284551098
478107198,3,395310475,566357897,566364525,0.687456050444263
478107198,4,471355161,566357899,566364826,0.756278475788109
478107198,5,395310498,566357901,566364880,0.755180529055481
478396248,1,395310469,566366775,566371211,0.571897241169162
478396248,2,395310479,566366777,566371674,0.826551055493315
478396248,3,395310475,566366779,566371471,0.516964448509542
478396248,4,471355161,566366781,566371945,0.814595011408903
478396248,5,395310498,566366783,566372356,0.813544208544967
478412623,1,395310469,566367581,566372847,0.513921589476013
478412623,2,395310479,566367583,566372960,0.451770659037586
478412623,3,395310475,566367585,566373196,0.582212142128432
478412623,4,471355161,566367587,566373556,0.491560696211658
478412623,5,395310498,566367589,566374089,0.484771941925297
478439166,1,395310469,566369762,566372884,0.723193532614561
478439166,2,395310479,566369764,566373257,0.704859270216411
478439166,3,395310475,566369766,566373086,0.758263080380074
478439166,4,471355161,566369768,566373415,0.753534296892886
478439166,5,395310498,566369770,566373778,0.781607443145471
478447600,1,395310469,566371228,566374867,0.680454260858006
478447600,2,395310479,566371230,566375311,0.714633443710795
478447600,3,395310475,566371232,566374745,0.715465203953217
478447600,4,471355161,566371234,566375143,0.725571594328689
478447600,5,395310498,566371236,566375719,0.768545086830956
478498617,1,395310469,566373461,566376470,0.558611632265765
478498617,2,395310479,566373463,566376693,0.652243594303579
478498617,3,395310475,566373465,566376606,0.672859627396838
478498617,4,471355161,566373467,566376913,0.662744079136909
478498617,5,395310498,566373469,566377050,0.681925927155212
478716304,1,395310469,566377335,566381402,0.754399993499483
478716304,2,395310479,566377337,566382160,0.716552609962788
478716304,3,395310475,566377339,566381663,0.699849024741365
478716304,4,471355161,566377341,566382400,0.764083896838723
478716304,5,395310498,566377343,566383017,0.759565156961027
