specimen_id,C_temporal_AB,C_temporal_BA,long_short_gain_AB,long_short_gain_BA,long_short_gain_mean
485884503,10,10,0.006207525730132835,0.005018830299377219,0.005613178014755027
485889190,10,10,-0.04250180721282948,-0.008701026439666748,-0.025601416826248113
485905411,10,25,-0.011537909507751465,0.012888073921203613,0.0006750822067260742
485911892,25,10,0.006860256195068248,-0.006796419620513916,3.191828727716617e-05
485912047,10,10,0.018707871437072754,-0.024042189121246338,-0.002667158842086792
485931158,10,10,-0.0030008554458618,-0.0217814445495605,-0.012391149997711149
485932822,10,10,-0.0029740333557129,0.0006288886070251195,-0.0011725723743438903
485934207,10,10,-0.001314997673034628,0.0029280185699463003,0.0008065104484558361
485938494,10,25,-0.013612031936645619,-0.012641310691833607,-0.013126671314239613
485955227,25,10,-0.006640076637267955,-0.00858372449874889,-0.007611900568008423
485955982,10,10,-0.0011411905288695554,-0.005906879901885889,-0.003524035215377722
485958978,10,10,-0.006328582763671764,-0.02387326955795277,-0.015100926160812267
486029942,10,10,0.004951655864715501,-0.0032206773757935,0.0008654892444610004
486052980,10,200,-0.04935324192047119,-0.01367938518524181,-0.0315163135528565
486108147,25,10,0.06592833995819103,0.002007424831390492,0.03396788239479076
486110216,10,10,-0.0186260938644409,0.0125856399536133,-0.0030202269554138
486111903,25,25,-0.02908468246459961,0.007582902908325195,-0.010750889778137207
486132712,10,10,-0.014784753322601207,-0.006539523601531982,-0.010662138462066595
486146717,10,10,0.002148747444152832,-0.032774150371551625,-0.015312701463699396
486146828,10,10,-0.01194775104522705,0.00971353054046642,-0.0011171102523803156
486175203,10,10,-0.045838654041290394,-0.05128389596939098,-0.04856127500534069
486176465,25,25,0.008095979690551647,0.027648210525512806,0.017872095108032227
486196663,10,25,-0.004012703895568959,0.015067994594573864,0.0055276453495024525
486198953,10,10,0.0012489557266235002,-0.006981372833252001,-0.00286620855331425
486235288,10,10,-0.015790820121765102,0.0076217651367187994,-0.004084527492523152
486236426,10,10,-0.0089830160140991,-0.0131516456604003,-0.0110673308372497
486239338,10,10,-0.01580655574798595,-0.02835559844970703,-0.02208107709884649
486262299,25,10,-0.023790597915649414,-0.002185642719268799,-0.012988120317459106
486264574,10,10,0.004876852035522399,0.0072947740554809995,0.0060858130455016994
486352114,25,10,0.00500357151031483,-0.04070413112640381,-0.01785027980804449
