session_id,state,target,rho,p,n,full_logloss
sub-Cori_ses-20161217T120000,outcome,outcome,0.01689930631209448,0.5676591894592806,1146,0.150530144417755
sub-Cori_ses-20161217T120000,visual,choice,-0.05412816790961706,0.06699260474285475,1146,1.3365128421037178
sub-Cori_ses-20161217T120000,visual,engagement,0.07223655045981536,0.014448151444273055,1146,0.3846138832753422
sub-Cori_ses-20161217T120000,visual,outcome,-0.005398255893511304,0.8551534610902431,1146,1.0145477621596115
sub-Cori_ses-20161218T120000,baseline,choice,0.030891322840941877,0.3093392594982968,1085,2.041717062037338
sub-Cori_ses-20161218T120000,baseline,engagement,0.07951824403554096,0.008782425622175405,1085,0.170462719382057
sub-Cori_ses-20161218T120000,baseline,outcome,-0.07932219809335446,0.008950775143102354,1085,0.9319517108320372
sub-Cori_ses-20161218T120000,decision,choice,0.003396276004134415,0.9110276166663418,1085,0.2947551942175471
sub-Cori_ses-20161218T120000,decision,engagement,0.07674199689826464,0.01145032854348703,1085,0.2294732691421324
sub-Cori_ses-20161218T120000,decision,outcome,-0.06266535247980821,0.03903625516945891,1085,0.8392130775000253
sub-Cori_ses-20161218T120000,movement,choice,0.057161349433609995,0.05980536800448533,1085,0.2243273120477193
sub-Cori_ses-20161218T120000,movement,engagement,0.14789886154768983,9.930666793414953e-07,1085,0.1287407215896518
sub-Cori_ses-20161218T120000,movement,outcome,0.13546164283139003,7.551279494657033e-06,1085,0.0105448932402682
sub-Cori_ses-20161218T120000,outcome,choice,0.052109287569281966,0.08622931041610712,1085,0.2872961101240359
sub-Cori_ses-20161218T120000,outcome,engagement,0.12779371622322197,2.4224117026256884e-05,1085,0.1078185394315093
sub-Cori_ses-20161218T120000,outcome,outcome,0.19132101349738168,2.104680996916231e-10,1085,0.006990341507013
sub-Cori_ses-20161218T120000,visual,choice,-0.14075261280049994,3.253336857515836e-06,1085,1.3557919077268337
sub-Cori_ses-20161218T120000,visual,engagement,0.09688378099092604,0.0013976882354221282,1085,0.1805867201682423
sub-Cori_ses-20161218T120000,visual,outcome,-0.054350417876076966,0.0735301482178186,1085,1.298294060216705
sub-Forssmann_ses-20171101T120000,baseline,choice,-0.1336024754351121,1.0752470972187879e-09,2067,1.6017256000126814
sub-Forssmann_ses-20171101T120000,baseline,engagement,0.017090629933689577,0.43739495714686494,2067,0.1934164531648144
sub-Forssmann_ses-20171101T120000,baseline,outcome,-0.0967784052417516,1.044994546216734e-05,2067,1.110296675168288
sub-Forssmann_ses-20171101T120000,decision,choice,-0.05432471678655928,0.013505120744377852,2067,0.1037277718502727
sub-Forssmann_ses-20171101T120000,decision,engagement,0.031801558160435874,0.1483664413564813,2067,0.2153282313536883
