subject,top_fraction,topset_balacc_crossover
631570,0.2,0.0176195037401933
631570,0.4,-0.0152823389892355
631570,0.05,-0.0302307692307692
631570,0.1,0.0295384615384617
631570,0.2,-0.0125384615384614
631570,0.4,0.0024615384615382
631570,0.05,-0.0653897028897029
631570,0.1,-0.0165191290191288
631570,0.2,-0.0181827431827431
631570,0.4,0.0060541310541311
631570,0.05,-0.0033811230585425
631570,0.1,-0.0105068467971691
631570,0.2,0.0256511350059736
631570,0.4,0.0582262659682015
633229,0.05,0.053809313292072
633229,0.1,0.0431393064151683
633229,0.2,0.0068572551331171
633229,0.4,0.0200422438353472
633229,0.05,-0.0001538746755657
633229,0.1,-0.0297608453837595
633229,0.2,0.0181831664812754
633229,0.4,-0.0110641453466813
633229,0.05,0.0375416666666665
633229,0.1,0.0204166666666666
633229,0.2,-0.0112916666666667
633229,0.4,-0.0251875
633229,0.05,0.0130208333333333
633229,0.1,-0.0169384057971014
633229,0.2,-0.0082653985507246
633229,0.4,0.0253170289855073
633229,0.05,-0.014516129032258
633229,0.1,0.0161827956989245
633229,0.2,-0.0012365591397848
633229,0.4,-0.0356989247311827
633229,0.05,-0.002961506086506
633229,0.1,0.0041492650867651
633229,0.2,-0.0629819832944831
633229,0.4,0.0073543932918931
633229,0.05,0.020707399756343
633229,0.1,0.037720483076434
633229,0.2,0.0397336988187934
633229,0.4,-0.00321468298109
633229,0.05,-0.0070549242424242
633229,0.1,-0.0136363636363635
633229,0.2,-0.0225378787878787
633229,0.4,-0.0042613636363636
633229,0.05,-0.0161536910669973
633229,0.1,-0.0149181141439205
633229,0.2,0.0260916563275434
633229,0.4,0.0095210918114145
633229,0.05,0.0176082887700534
633229,0.1,0.0013132798573973
633229,0.2,-0.023680926916221
633229,0.4,0.0170864527629233
633229,0.05,-0.0105384615384613
633229,0.1,-0.0329230769230769
633229,0.2,-0.0912051282051282
633229,0.4,0.0076410256410255
633229,0.05,0.0222273425499232
633229,0.1,0.0032142857142857
633229,0.2,0.0103648233486941
633229,0.4,0.0002496159754225
637484,0.05,0.0592097701149424
637484,0.1,-0.0284123563218391
637484,0.2,0.0265984195402299
637484,0.4,0.0157076149425287
637484,0.05,0.0254376799670916
637484,0.1,-0.0397993966817497
637484,0.2,-0.0132723159193747
637484,0.4,-0.0046419854655148
637484,0.05,-0.046702188940092
637484,0.1,-0.0129968317972349
