placement,complexity_fraction,mean,std,n,median,sem,ci95
random,0.03125,0.11854731186237072,0.03563063836851983,24,0.11082150735132834,0.007273073601042174,0.01425522425804266
random,0.0625,0.09370034982041581,0.024841697473058998,24,0.09454674077119465,0.0050707902627984015,0.009938748915084866
random,0.09375,0.08236421271635246,0.037770164791449796,24,0.08079974034903735,0.007709802603323885,0.015111213102514814
random,0.125,0.10592817510736156,0.0743148166640499,24,0.0854735403537468,0.015169448429616888,0.0297321189220491
random,0.15625,0.13944636738693164,0.11032675376600021,24,0.1013136956037411,0.022520354308698576,0.04413989444504921
random,0.1875,0.18847530719126196,0.14799468364170593,24,0.13436548293769524,0.030209288297233343,0.05921020506257735
random,0.25,0.2781515991618785,0.18998667684630674,24,0.2111358567532923,0.03878086801670756,0.07601050131274682
random,0.375,0.3832875730699858,0.2157412106598108,24,0.3563151197129165,0.04403799021723596,0.08631446082578248
random,0.5,0.38601210977062944,0.19408280741787975,24,0.4291906590663229,0.03961698716838828,0.07764929485004103
random,0.75,0.49374371624033936,0.19454913438765173,24,0.4842343633729861,0.039712175762491586,0.0778358644944835
spectral,0.00390625,0.08116838782889224,0.032224602045587504,24,0.0719064711883827,0.006577819347994701,0.012892525922069614
spectral,0.0078125,0.07746132206405694,0.034811916579816214,24,0.067408575028511,0.0071059527157402895,0.013927667322850968
spectral,0.015625,0.0856589530360886,0.029191204394656715,24,0.07694056991920604,0.0059586296453499055,0.011678914104885814
spectral,0.03125,0.07483059185140341,0.022785538996721765,24,0.0731583453600438,0.004651078671354673,0.009116114195855158
spectral,0.0625,0.06257245529780019,0.017388513866447235,24,0.06551248095074955,0.0035494155298421304,0.006956854438490576
spectral,0.09375,0.07047942665556638,0.03535408821892769,24,0.05909730334613035,0.007216623038142914,0.014144581154760113
spectral,0.125,0.11084361971930536,0.06134755280425036,24,0.0939666137777482,0.01252251677823839,0.024544132885347243
spectral,0.15625,0.15098166841987037,0.08512396184098411,24,0.1155543219084922,0.017375855949546437,0.034056677661111014
spectral,0.1875,0.2135704576683911,0.11302059720822427,24,0.17658260780498444,0.023070232798731206,0.045217656285513164
spectral,0.25,0.2862958825088882,0.12570512753560334,24,0.2608172547991819,0.02565945170947597,0.0502925253505729
spectral,0.375,0.3893210429624099,0.152867706538819,24,0.3880253404315831,0.03120398993080218,0.06115982026437227
spectral,0.5,0.41822801056622044,0.1368481039231739,24,0.4249927760045489,0.027934002239928406,0.05475064439025967
spectral,0.75,0.47029717570686186,0.12287786587741724,24,0.46157828205728274,0.02508233934015172,0.049161385106697375
