task_id,graph_seed,topology,regime,k,complexity_fraction,method,score,sel_total_degree,sel_feedback,sel_cycle3,sel_bridge,sel_spectral,coverage1,coverage2,optimizer_search_best,phase,evidence_source
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,spectral,0.1335948705673217,113.1875,3316.0,503.75,0.0,0.1278191084587413,0.93359375,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,cycle_proxy,0.3270371258258819,67.41666666666667,1243.625,121.5,0.0,0.1430107273397614,0.921875,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,dynamics_aware,0.2446806281805038,64.125,1183.0833333333333,112.375,0.0,0.1344503826810505,0.91796875,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,feedback_hub,0.2090091407299041,67.79166666666667,1253.125,120.45833333333331,0.0,0.1429421940870655,0.92578125,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,high_degree,0.2090091407299041,67.79166666666667,1253.125,120.45833333333331,0.0,0.1429421940870655,0.92578125,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,module_bridge,0.2090091407299041,67.79166666666667,1253.125,120.45833333333331,0.0,0.1429421940870655,0.92578125,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,random,0.01924684355617496,25.036458333333332,240.84765625,21.233072916666668,0.0,0.05124748715243606,0.6695556640625,0.9991455078125,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
4d2b2250d84c9f8d71,41001,scale_free,sparse_drive,24,,spectral,0.2464104443788528,67.70833333333333,1249.5833333333333,120.75,0.0,0.1433445262399008,0.921875,1.0,0.4632113575935364,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,cycle_proxy,0.0364090278744697,82.625,1799.5,168.125,0.0,0.1720241634692384,0.69921875,1.0,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,dynamics_aware,0.1192284151911735,21.25,144.375,9.375,0.0,0.0419743884782505,0.30859375,0.98046875,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
