cortical_layer,C_primary_shared
5,1.2317705516128896
6a,1.45417169841668
6a,1.604999003873096
6a,1.7089906919314253
6a,1.333722913327913
6a,1.426762801395178
6a,1.3210826456431128
6a,1.5795196642897895
6a,1.3484734753015586
5,1.2508164279188076
5,1.437760549392228
6a,1.222333032003583
5,1.3557227830841474
6a,1.185890190146789
6a,1.13032284981512
MISSING,1.2681780028679783
MISSING,1.2266054809966125
MISSING,1.441849275278717
MISSING,1.38199507199239
MISSING,1.1601227615616
MISSING,0.447396449048812
2/3,0.8029258874518083
4,0.797805494928215
4,1.545377515635202
4,1.289130194163432
4,1.339921373654674
4,1.3617806570853863
4,1.4116496164936323
5,1.431542211683127
4,1.4271176522637343
4,1.4554273251411805
4,1.4368838909730717
4,1.2661889416436054
4,1.4678202146568662
4,1.4765776766681835
MISSING,1.3073765102671324
MISSING,0.8536247075717411
MISSING,1.314139738347976
MISSING,1.5694791907695866
MISSING,1.3592396144916947
MISSING,0.7657154192109974
4,0.4758753300975457
4,1.3385043073245466
4,1.405708383351195
5,0.4744937427387123
5,1.3978537999151834
MISSING,1.1817196673095556
MISSING,1.506652282353424
MISSING,0.9200956878103989
MISSING,1.3715382404798326
5,0.938755964833946
6a,0.3741518051758796
6a,1.5249892438066908
6a,1.3258677994049164
5,1.075654986320234
MISSING,1.3356770654096786
MISSING,0.8036685859850596
MISSING,1.2152165126207886
MISSING,1.5615151348999483
MISSING,1.353059523599923
MISSING,1.2278986160351937
MISSING,1.104989036643051
MISSING,0.913994469267744
MISSING,1.4031029190578916
MISSING,1.1647875018423206
MISSING,1.3840775439895574
4,1.3094659979374843
4,1.2192024280902216
MISSING,1.0667114412808278
MISSING,1.316033004373353
6a,1.2778727081350725
6a,1.2127427348111564
6a,1.1769480973186337
MISSING,0.9897803974059514
MISSING,1.428348109099987
MISSING,1.0264798549109746
MISSING,1.112973909573187
6a,1.237538767472087
6a,1.188907559365697
6a,0.9693748421583428
6a,1.0668859522923884
5,1.5423551491166472
MISSING,1.2817748072916588
MISSING,1.0118685144186756
MISSING,1.359363022834612
MISSING,0.9515930123490454
MISSING,0.8413236017369431
MISSING,1.2446821900723468
MISSING,1.1476331586386102
MISSING,1.2982189195947746
MISSING,1.080711876078009
MISSING,1.1380281397741807
MISSING,1.1738133523826466
MISSING,1.1217256217369895
6a,1.2586818834940416
MISSING,1.3141740187371416
MISSING,1.4369637153537942
MISSING,1.3104393947144548
6a,1.0227443184986205
5,1.2077410881305994
6a,0.8116944524562518
6a,0.970271833645103
6a,0.5306816771223868
6a,1.1945340285723884
MISSING,0.8813053460709546
MISSING,0.7581402844573458
6a,1.181941168364801
6a,0.9423032389661574
6a,1.212393280861317
6a,1.1393709535382857
6a,1.2811861725115792
6a,0.8174725355219639
6a,1.4114068525822572
6a,0.4821226496717018
6a,1.4681014074700407
6a,0.5575663385608515
5,1.3276742437864832
6a,0.8750934395545928
6a,0.5052792161395984
5,0.5734206724839945
6a,0.6085798441147238
6a,1.627222981957123
6a,0.8014500795865851
6a,1.3959293484227746
6a,1.2352135502737154
6a,1.3706557984930792
5,1.475380314297588
5,0.637295442144788
5,1.33857897752064
5,0.8032599141462893
6a,1.6012678624436103
6a,0.370176438528945
6a,1.1308535064537542
4,1.722672480454334
4,1.3838437650182234
5,1.4960147901642504
5,1.3422621744011456
5,1.4533713649168865
5,1.4733550328517564
6a,1.3200787262449312
6a,1.39552201639117
5,0.9188467216829026
6a,0.8284170893775538
6a,1.2036525728398533
6a,1.3627298223256803
6a,1.352782844210776
6a,1.4218963834222935
