graph_seed,state,search_count,cumulative_best_search_score,heldout_score_of_search_winner,winning_repeat
93002,transition_mid,5,0.6195114850997925,0.3103251177817582,0
93002,transition_mid,6,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,7,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,8,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,9,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,10,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,11,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,12,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,13,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,14,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,15,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,16,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,17,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,18,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,19,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,20,0.6419904828071594,0.3149126879870891,19
93002,sparse_drive,1,0.566407322883606,0.3008087873458862,0
93002,sparse_drive,2,0.566407322883606,0.3008087873458862,0
93002,sparse_drive,3,0.579105019569397,0.3687302432954311,2
93002,sparse_drive,4,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,5,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,6,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,7,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,8,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,9,0.5793716311454773,0.3251238986849784,3
93002,sparse_drive,10,0.5930449366569519,0.4174792561680078,9
93002,sparse_drive,11,0.5930449366569519,0.4174792561680078,9
93002,sparse_drive,12,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,13,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,14,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,15,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,16,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,17,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,18,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,19,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,20,0.593237042427063,0.4473334439098835,11
93003,transition_mid,1,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,2,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,3,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,4,0.621692955493927,0.3628216776996851,3
93003,transition_mid,5,0.621692955493927,0.3628216776996851,3
93003,transition_mid,6,0.621692955493927,0.3628216776996851,3
93003,transition_mid,7,0.621692955493927,0.3628216776996851,3
93003,transition_mid,8,0.621692955493927,0.3628216776996851,3
93003,transition_mid,9,0.621692955493927,0.3628216776996851,3
93003,transition_mid,10,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,11,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,12,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,13,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,14,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,15,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,16,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,17,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,18,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,19,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,20,0.6326530575752258,0.4984289295971393,19
93003,sparse_drive,1,0.5679755210876465,0.2477121651172637,0
93003,sparse_drive,2,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,3,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,4,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,5,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,6,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,7,0.5692800879478455,0.2317035309970378,1
93003,sparse_drive,8,0.5735901594161987,0.2891788817942142,7
93003,sparse_drive,9,0.5735901594161987,0.2891788817942142,7
93003,sparse_drive,10,0.5857371687889099,0.2872352916747331,9
93003,sparse_drive,11,0.5857371687889099,0.2872352916747331,9
93003,sparse_drive,12,0.5857371687889099,0.2872352916747331,9
93003,sparse_drive,13,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,14,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,15,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,16,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,17,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,18,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,19,0.5882952809333801,0.2515078932046889,12
93003,sparse_drive,20,0.5882952809333801,0.2515078932046889,12
