cre_type,C_primary_shared
unknown,1.3200764129170386
pvalb,1.0048571185169115
sst,1.062542057575127
unknown,1.4796383307286254
unknown,0.495370362670992
pvalb,0.8655199290818703
unknown,1.3023803023787872
unknown,1.295232509430472
ntsr1,1.2700568424752725
ntsr1,1.023664397479195
ntsr1,1.186472070718309
pvalb,0.9986893300300808
pvalb,0.8927252250589257
pvalb,0.9674744267906475
pvalb,1.1344752999295276
sst,1.375378813240644
sst,1.3635356055935697
sst,1.3291191803252032
pvalb,0.4881701578259275
sst,0.5986983702135359
sst,1.3654089667632967
unknown,1.2115099916461376
sst,1.4068041839527714
ntsr1,1.382866798082282
sst,1.1798590272692946
sst,1.1548375868236735
ntsr1,1.3214328989028643
ntsr1,1.172972997860867
unknown,1.4085035226413989
sst,1.007935299787047
ntsr1,1.3323056411720324
unknown,1.247535775691585
sst,1.0847995184336765
pvalb,0.8496247323475159
unknown,1.3911121410886915
vip,1.387452109165625
pvalb,0.9332215505860322
vip,1.4339346574284366
unknown,1.3668215062153704
ntsr1,1.216419528286634
sst,0.7963565813006328
unknown,1.537601970508577
vip,1.2606490072531455
pvalb,1.021267544717085
pvalb,0.915572382968801
vip,1.5328891471509043
unknown,0.8089124568529423
pvalb,0.6769164089485606
vip,1.3170927257095908
pvalb,0.9809973679115676
pvalb,0.946397687693988
vip,1.0381571554209597
unknown,1.1457890846512382
unknown,1.292132909552202
